"sentence,tense,aspect"
Russia is annexing Crimea,present progressive,progressive
Russia is occupying Crimea,present progressive,progressive
Russia was annexing Crimea,past progressive,progressive
Russia is occupying Crimea,present progressive,progressive
Russia has annexed Crimea,present perfect,perfect
Russia is occupying Crimea,present progressive,progressive
Russia had annexed Crimea,past perfect,perfect
Russia is occupying Crimea,present progressive,progressive
Russia will annex Crimea,future simple,progressive
Russia is occupying Crimea,present progressive,progressive
Russia annexes Crimea,present simple,progressive
Russia is occupying Crimea,present progressive,progressive
Russia annexed Crimea,past simple,perfect
Russia was occupying Crimea,past progressive,progressive
Russia is annexing Crimea,present progressive,progressive
Russia was occupying Crimea,past progressive,progressive
Russia was annexing Crimea,past progressive,progressive
Russia was occupying Crimea,past progressive,progressive
Russia has annexed Crimea,present perfect,perfect
Russia was occupying Crimea,past progressive,progressive
Russia had annexed Crimea,past perfect,perfect
Russia was occupying Crimea,past progressive,progressive
Russia will annex Crimea,future simple,progressive
Russia was occupying Crimea,past progressive,progressive
Russia annexes Crimea,present simple,progressive
Russia was occupying Crimea,past progressive,progressive
Russia annexed Crimea,past simple,perfect
Russia has occupied Crimea,present perfect,perfect
Russia is annexing Crimea,present progressive,progressive
Russia has occupied Crimea,present perfect,perfect
Russia was annexing Crimea,past progressive,progressive
Russia has occupied Crimea,present perfect,perfect
Russia has annexed Crimea,present perfect,perfect
Russia has occupied Crimea,present perfect,perfect
Russia had annexed Crimea,past perfect,perfect
Russia has occupied Crimea,present perfect,perfect
Russia will annex Crimea,future simple,progressive
Russia has occupied Crimea,present perfect,perfect
Russia annexes Crimea,present simple,progressive
Russia has occupied Crimea,present perfect,perfect
Russia annexed Crimea,past simple,perfect
Russia had occupied Crimea,past perfect,perfect
Russia is annexing Crimea,present progressive,progressive
Russia had occupied Crimea,past perfect,perfect
Russia was annexing Crimea,past progressive,progressive
Russia had occupied Crimea,past perfect,perfect
Russia has annexed Crimea,present perfect,perfect
Russia had occupied Crimea,past perfect,perfect
Russia had annexed Crimea,past perfect,perfect
Russia had occupied Crimea,past perfect,perfect
Russia will annex Crimea,future simple,progressive
Russia had occupied Crimea,past perfect,perfect
Russia annexes Crimea,present simple,progressive
Russia had occupied Crimea,past perfect,perfect
Russia annexed Crimea,past simple,perfect
Russia will occupy Crimea,future simple,progressive
Russia is annexing Crimea,present progressive,progressive
Russia will occupy Crimea,future simple,progressive
Russia was annexing Crimea,past progressive,progressive
Russia will occupy Crimea,future simple,progressive
Russia has annexed Crimea,present perfect,perfect
Russia will occupy Crimea,future simple,progressive
Russia had annexed Crimea,past perfect,perfect
Russia will occupy Crimea,future simple,progressive
Russia will annex Crimea,future simple,progressive
Russia will occupy Crimea,future simple,progressive
Russia annexes Crimea,present simple,progressive
Russia will occupy Crimea,future simple,progressive
Russia annexed Crimea,past simple,perfect
Russia occupies Crimea,present simple,progressive
Russia is annexing Crimea,present progressive,progressive
Russia occupies Crimea,present simple,progressive
